date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:32:13	16780/16780	---M--	200	added ('OK')	font/woff	etag:%22418c-5c26a5978dd07%22	https://preview.colorlib.com/theme/universityedu/assets/fonts/fa-regular-400.woff	D:/CT5/preview.colorlib.com/theme/universityedu/assets/fonts/fa-regular-400.woff	(from https://preview.colorlib.com/theme/universityedu/assets/css/fontawesome-all.min.css)
04:32:14	34052/34052	---MCZ	200	added ('OK')	font/ttf	etag:W/%228504-5c26a59d0a18c%22	https://preview.colorlib.com/theme/universityedu/assets/fonts/fa-regular-400.ttf	D:/CT5/preview.colorlib.com/theme/universityedu/assets/fonts/fa-regular-400.ttf	(from https://preview.colorlib.com/theme/universityedu/assets/css/fontawesome-all.min.css)
04:32:14	144715/144715	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222354b-5c26a592cc0d9%22	https://preview.colorlib.com/theme/universityedu/assets/fonts/fa-regular-400.svg	D:/CT5/preview.colorlib.com/theme/universityedu/assets/fonts/fa-regular-400.svg	(from https://preview.colorlib.com/theme/universityedu/assets/css/fontawesome-all.min.css)
04:32:15	204266/204266	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2231dea-5c26a5955a57e-br%22	https://preview.colorlib.com/theme/universityedu/assets/fonts/fa-solid-900.eot	D:/CT5/preview.colorlib.com/theme/universityedu/assets/fonts/fa-solid-900.eot	(from https://preview.colorlib.com/theme/universityedu/assets/css/fontawesome-all.min.css)
04:32:15	204266/204266	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2231dea-5c26a5955a57e-br%22	https://preview.colorlib.com/theme/universityedu/assets/fonts/fa-solid-900.eot?	D:/CT5/preview.colorlib.com/theme/universityedu/assets/fonts/fa-solid-900d41d.eot	(from https://preview.colorlib.com/theme/universityedu/assets/css/fontawesome-all.min.css)
04:32:15	80148/80148	---M--	200	added ('OK')	font/woff2	etag:%2213914-5c26a59e012a2%22	https://preview.colorlib.com/theme/universityedu/assets/fonts/fa-solid-900.woff2	D:/CT5/preview.colorlib.com/theme/universityedu/assets/fonts/fa-solid-900.woff2	(from https://preview.colorlib.com/theme/universityedu/assets/css/fontawesome-all.min.css)
04:32:15	104004/104004	---M--	200	added ('OK')	font/woff	etag:%2219644-5c26a59cfc6cd%22	https://preview.colorlib.com/theme/universityedu/assets/fonts/fa-solid-900.woff	D:/CT5/preview.colorlib.com/theme/universityedu/assets/fonts/fa-solid-900.woff	(from https://preview.colorlib.com/theme/universityedu/assets/css/fontawesome-all.min.css)
04:32:16	203980/203980	---MCZ	200	added ('OK')	font/ttf	etag:W/%2231ccc-5c26a591e49c3%22	https://preview.colorlib.com/theme/universityedu/assets/fonts/fa-solid-900.ttf	D:/CT5/preview.colorlib.com/theme/universityedu/assets/fonts/fa-solid-900.ttf	(from https://preview.colorlib.com/theme/universityedu/assets/css/fontawesome-all.min.css)
04:32:16	78748/78748	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221339c-5c26a594db643-br%22	https://preview.colorlib.com/theme/universityedu/assets/fonts/themify.eot?-fvbane	D:/CT5/preview.colorlib.com/theme/universityedu/assets/fonts/themify9f24.eot	(from https://preview.colorlib.com/theme/universityedu/assets/css/themify-icons.css)
04:32:16	78748/78748	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221339c-5c26a594db643-br%22	https://preview.colorlib.com/theme/universityedu/assets/fonts/themify.eot?	D:/CT5/preview.colorlib.com/theme/universityedu/assets/fonts/themifyd41d.eot	(from https://preview.colorlib.com/theme/universityedu/assets/css/themify-icons.css)
04:32:17	914125/914125	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22df2cd-5c26a59b3e23f%22	https://preview.colorlib.com/theme/universityedu/assets/fonts/fa-solid-900.svg	D:/CT5/preview.colorlib.com/theme/universityedu/assets/fonts/fa-solid-900.svg	(from https://preview.colorlib.com/theme/universityedu/assets/css/fontawesome-all.min.css)
04:32:17	56108/56108	---M--	200	added ('OK')	font/woff	etag:%22db2c-5c26a5a00c98d%22	https://preview.colorlib.com/theme/universityedu/assets/fonts/themify.woff?-fvbane	D:/CT5/preview.colorlib.com/theme/universityedu/assets/fonts/themify9f24.woff	(from https://preview.colorlib.com/theme/universityedu/assets/css/themify-icons.css)
04:32:18	78584/78584	---MCZ	200	added ('OK')	font/ttf	etag:W/%22132f8-5c26a593d89ae%22	https://preview.colorlib.com/theme/universityedu/assets/fonts/themify.ttf?-fvbane	D:/CT5/preview.colorlib.com/theme/universityedu/assets/fonts/themify9f24.ttf	(from https://preview.colorlib.com/theme/universityedu/assets/css/themify-icons.css)
04:32:18	234269/234269	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223931d-5c26a59b02922%22	https://preview.colorlib.com/theme/universityedu/assets/fonts/themify.svg?-fvbane	D:/CT5/preview.colorlib.com/theme/universityedu/assets/fonts/themify9f24.svg	(from https://preview.colorlib.com/theme/universityedu/assets/css/themify-icons.css)
04:32:18	206208/206208	---M--	200	added ('OK')	image/jpeg	etag:%2232580-5c26a8d4bd195%22	https://preview.colorlib.com/theme/universityedu/assets/img/hero/h2_hero1.jpg	D:/CT5/preview.colorlib.com/theme/universityedu/assets/img/hero/h2_hero1.jpg	(from https://preview.colorlib.com/theme/universityedu/assets/css/style.css)
04:32:19	354510/354510	---M--	200	added ('OK')	image/jpeg	etag:%22568ce-5c26a8d52e611%22	https://preview.colorlib.com/theme/universityedu/assets/img/hero/h1_hero1.jpg	D:/CT5/preview.colorlib.com/theme/universityedu/assets/img/hero/h1_hero1.jpg	(from https://preview.colorlib.com/theme/universityedu/assets/css/style.css)
04:32:19	781/781	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2019%20Dec%202025%2022:32:18%20GMT	https://preview.colorlib.com/theme/universityedu/assets/img/hero/hero2.png	D:/CT5/preview.colorlib.com/theme/universityedu/assets/img/hero/hero2.png	(from https://preview.colorlib.com/theme/universityedu/assets/css/style.css)
04:32:19	60171/60171	---M--	200	added ('OK')	image/jpeg	etag:%22eb0b-5c26a8a735f1a%22	https://preview.colorlib.com/theme/universityedu/assets/img/gallery/visit1.jpg	D:/CT5/preview.colorlib.com/theme/universityedu/assets/img/gallery/visit1.jpg	(from https://preview.colorlib.com/theme/universityedu/assets/css/style.css)
04:32:19	56471/56471	---M--	200	added ('OK')	image/jpeg	etag:%22dc97-5c26a8a63ee04%22	https://preview.colorlib.com/theme/universityedu/assets/img/gallery/visit2.jpg	D:/CT5/preview.colorlib.com/theme/universityedu/assets/img/gallery/visit2.jpg	(from https://preview.colorlib.com/theme/universityedu/assets/css/style.css)
04:32:20	1661/1661	---M--	200	added ('OK')	image/png	etag:%2267d-5c26a8c06ee8e%22	https://preview.colorlib.com/theme/universityedu/assets/img/elements/primary-check.png	D:/CT5/preview.colorlib.com/theme/universityedu/assets/img/elements/primary-check.png	(from https://preview.colorlib.com/theme/universityedu/assets/css/style.css)
